30,-45,1,-18,-7,8,-38,-20
107,-39,56,8,12,-11,2,17
32,-13,12,9,-21,4,28,3
-111,-31,-49,-34,0,-8,12,-10
90,35,34,39,-5,-14,-31,5
-44,105,19,1,1,2,-8,-2
22,-1,32,55,13,4,-12,6
-44,-106,-58,-75,-18,8,18,-22
-10,36,17,10,1,-8,24,17
-17,-75,45,41,4,0,10,-14
76,-37,8,-3,-11,-1,-8,6
5,15,5,28,11,0,8,5
-53,-9,-37,-17,5,-3,-32,-24
-77,-12,-57,-25,-7,-3,3,-9
9,8,-12,-19,3,4,-20,-15
126,63,37,5,-12,-8,-11,7
-47,11,-20,-21,-6,9,27,3
40,86,-84,-56,-6,-10,-34,-10
-34,-2,20,30,1,-1,-3,-11
-48,-49,13,24,6,16,-19,-27
-66,-17,9,-6,-8,-6,-1,0
-74,24,3,11,-9,4,-25,-31
-76,-15,1,-4,11,-5,17,-7
34,76,-31,-23,4,-3,-39,9
-30,27,-9,3,-5,-3,15,-20
-7,-15,4,31,12,8,9,8
60,-36,51,-43,-14,-1,-11,15
-40,16,-61,-26,1,-1,31,-2
15,-31,-3,-11,-13,-3,-17,1
44,-40,-37,-20,0,0,-18,-4
34,-33,-5,-10,-12,-5,-3,-12
62,26,72,14,6,5,39,28
51,48,22,3,5,-2,-23,-2
74,-10,-19,-7,-8,-2,-6,4
25,10,-13,23,-2,1,-2,-16
16,-71,-10,-12,-10,1,-22,11
-127,-13,-53,-14,-3,-1,19,-8
63,-2,-38,-3,-3,-5,-9,-6
-112,24,22,11,1,3,6,-4
-64,-14,-20,29,4,-21,-20,1
-55,-31,84,39,8,12,16,-16
-7,-75,-80,-54,-15,-5,16,-15
32,49,18,-5,11,-5,-18,11
-37,-10,11,9,4,3,16,-10
40,-62,11,-27,-1,-6,-24,-51
-128,-49,-57,-32,5,-9,-3,16
-20,8,18,18,1,-6,-35,-16
100,44,5,-1,2,9,24,15
121,-22,1,-50,-13,-3,-16,29
-82,42,3,-6,-7,-8,-6,-14
91,3,-18,-9,-3,5,37,6
8,-27,15,9,5,-5,-21,-5
26,1,-6,-10,-11,-2,2,14
-7,9,59,35,-5,-2,-9,-7
-32,35,22,-29,7,1,-6,12
-1,10,84,9,-8,9,37,-16
-40,16,-77,5,-2,-6,-23,7
-45,-12,-40,-85,-62,-12,-9,-22
90,-83,-53,-43,-18,-22,-39,-37
-112,-124,-45,-82,-15,2,8,-20
-66,35,106,43,54,-3,2,61
-33,36,34,60,17,12,19,-3
-23,47,14,45,1,-11,-29,-17
35,21,-91,-42,-31,-12,-15,3
-68,119,-59,18,-19,-4,24,1
-89,-40,-26,-62,0,2,-19,-49
-128,-18,34,23,13,2,-6,15
-31,40,38,67,36,3,7,7
55,58,3,65,-7,6,41,-1
74,74,52,70,26,15,29,52
-128,-55,-42,-21,-10,5,-14,-24
-40,-31,21,0,6,12,17,-17
-115,-90,48,-5,-6,-13,-43,-37
56,-40,78,55,18,-1,42,-4
3,21,-76,-64,-25,1,-11,25
20,30,-6,45,14,4,21,-19
2,-50,5,-9,-8,-5,-38,-15
-39,15,46,23,8,-2,-3,16
34,-52,31,18,-7,-7,15,-11
-26,115,17,-6,19,6,0,13
87,-23,-11,-20,12,5,3,9
13,-93,-38,18,20,-7,-10,-4
24,26,54,83,18,-2,-4,16
10,-74,-51,-53,-19,7,11,-31
62,40,53,56,8,-10,2,28
-94,107,-4,-8,10,23,30,54
-11,23,26,54,6,-1,22,-1
50,-18,10,-3,5,0,1,20
73,57,61,12,-1,-5,3,20
-34,-17,7,-21,-28,-14,-65,-31
75,109,-24,-12,2,4,37,18
-128,-3,91,0,8,-14,-32,15
-71,4,-70,-10,-18,-2,6,-27
-81,-2,-30,-2,-4,-10,0,-28
49,50,28,-26,0,-5,-7,-1
55,-30,21,19,-6,9,-4,3
-32,36,13,6,3,0,-7,-46
15,-4,-42,-73,-4,-6,3,24
-128,-30,-38,-14,-11,-5,-7,-20
32,73,-53,-17,-7,4,10,17
44,-1,35,30,2,-2,1,9
7,79,-8,12,-3,0,-4,-6
8,18,5,-15,4,0,-7,3
111,34,-52,0,-7,-13,-5,13
-49,-38,22,-3,8,10,15,-1
45,-52,-39,-25,-5,-7,-13,-19
50,-11,34,11,3,6,-6,9
-54,-47,12,-13,-7,-4,0,-9
-36,-2,-111,-27,-7,3,0,12
-6,-2,50,40,7,-5,-1,15
-128,-51,-72,-60,-12,1,2,-17
-30,-36,45,39,9,-1,-3,-6
11,-41,-15,-10,-9,-6,0,-8
-26,-6,-73,-40,-31,0,-5,-10
-115,-35,58,47,31,-1,-1,-6
-27,-38,-12,8,-11,-6,-6,-13
96,47,5,-7,0,-4,-18,13
-33,-88,-59,-50,-20,-6,10,-21
51,97,-4,14,4,-6,-5,30
-38,-56,15,-25,-5,0,1,-3
20,11,-85,-14,-4,23,43,5
-49,17,67,60,18,1,-5,-1
25,-50,0,-17,-9,-5,-3,10
-17,18,-8,-25,-12,-9,-19,-11
34,-38,22,-15,12,4,21,20
112,120,105,86,20,2,-7,35
-58,13,24,-4,3,15,15,-37
62,14,13,57,5,8,35,1
-65,-28,14,-32,-19,-15,-4,28
15,-36,-17,-4,-10,0,0,-7
-41,8,-21,-52,-15,6,14,9
-17,-7,-58,-9,-12,-7,-16,-10
-17,-32,16,2,6,-3,-5,-20
52,44,-7,-15,-10,3,23,11
-68,-63,-6,-10,-13,-5,-22,-26
-19,-53,-57,-89,-24,-4,-9,-22
-73,-9,21,-17,-4,-14,-17,-15
-64,-33,36,-1,2,-7,-29,-29
57,-7,-20,14,-2,2,14,12
24,6,45,-21,-10,3,-3,-3
-97,-22,-63,-88,-21,-8,-10,-19
-7,1,20,-3,2,-1,-11,3
11,-78,12,45,-2,3,14,2
-16,-18,-36,-10,9,-1,-5,-15
-52,-39,47,72,10,6,7,10
21,39,-3,-38,17,2,17,42
-44,23,5,-16,-8,3,5,3
-81,-10,48,-5,4,-8,-6,27
67,60,10,113,22,5,-8,-6
82,12,11,2,-26,-7,-15,15
0,-70,-38,-14,1,-4,-3,10
75,-31,43,14,33,11,20,7
69,72,37,-36,-30,-10,-25,-30
4,-81,33,79,47,4,21,28
117,79,56,13,-21,-10,-10,11
-76,43,-40,9,5,7,16,40
-57,23,28,20,16,-3,-10,-19
-29,-20,-30,10,8,6,-2,-6
-5,-9,72,40,0,-19,-10,-2
-51,53,-8,11,12,11,18,6
-99,-64,6,-45,8,1,-2,-19
21,-2,-8,-27,-40,4,-16,-53
-122,19,-15,-10,19,-2,22,-39
90,-28,-22,31,9,-10,-6,8
-88,60,43,29,25,8,19,26
64,5,-56,-32,-23,-8,-24,-56
82,-39,-9,12,6,-1,-5,17
-22,-5,82,86,-6,-6,3,-16
50,-28,-45,30,1,-2,-7,-13
-76,-51,-46,-50,18,3,-3,18
33,-2,-6,7,-9,0,2,12
-75,110,-6,-58,-23,-7,-21,-41
10,-22,-53,-36,4,3,-2,19
10,65,67,58,18,3,28,1
105,85,-75,-20,-17,9,4,-1
4,68,15,21,8,-3,-3,11
-27,-79,-46,-47,-16,-19,-27,4
55,-19,10,-3,27,13,39,28
-36,-54,-7,4,10,-2,-18,-19
-35,-18,-23,15,-2,-4,-4,5
91,-46,60,-11,1,13,6,24
-77,26,6,10,-15,-7,-4,4
29,16,54,7,-3,3,-27,-24
40,23,-83,-60,1,-4,-4,12
71,-95,25,22,-6,9,17,5
-91,-15,-49,-23,-5,-8,4,-8
-10,-8,-37,-16,-9,7,-16,-25
47,29,-40,2,9,-4,15,7
36,-2,13,22,-9,-12,5,16
10,62,-9,-11,-1,0,-8,13
39,-4,-16,-25,-12,1,9,27
-122,1,33,33,11,-2,-1,-15
32,14,-14,-44,-6,-2,10,-17
83,-1,-3,-14,-12,-2,-17,-4
-73,-19,47,40,4,-12,-11,6
76,67,-17,-61,-46,-11,-23,-24
50,13,4,16,7,14,18,10
-30,4,11,41,0,0,-6,-17
14,-18,10,-22,-10,-3,7,0
109,9,-20,30,16,-1,-34,23
-35,119,-20,8,3,-3,3,0
-57,-72,-6,-8,-22,-7,-20,-48
88,11,-58,-25,6,-4,6,32
-81,-128,93,-4,26,8,6,-2
31,-10,-40,28,-6,-7,-14,-13
1,-39,53,9,5,5,2,12
-62,-3,-34,2,-2,-2,-5,-18
-11,-9,86,26,3,-5,-13,-2
22,-86,-42,-58,-15,9,12,10
-58,7,54,14,2,-9,3,28
41,-71,42,26,22,7,0,-21
104,25,-30,8,10,1,0,35
-84,-30,0,-11,9,5,-6,1
52,-1,-5,29,-8,-4,12,15
-122,19,-74,-96,-7,-5,3,4
40,31,61,90,7,0,5,-1
-56,-19,-26,31,-3,-2,-6,-17
73,14,-11,-52,-9,-4,-18,-6
-2,4,90,127,39,9,6,8
-54,5,-97,-14,-36,-8,-4,-24
-42,-32,17,53,0,15,30,-7
50,53,4,67,21,6,-11,5
-100,-84,49,12,-27,0,2,-11
-57,-20,-73,-81,-12,-14,-11,-36
-15,6,32,-15,-2,-9,-44,3
-55,-9,34,49,12,-1,-14,-16
49,56,-45,-61,-34,-10,-8,-8
-89,-96,42,73,30,19,18,11
-38,35,-3,-38,-15,-8,8,11
-82,-16,5,-10,-4,-7,13,-27
14,72,52,32,26,-7,-44,15
88,-52,2,19,-6,20,47,26
116,78,-14,-5,-24,-9,-16,0
-87,61,-6,-70,3,-3,-1,12
-85,-50,14,3,10,11,13,-34
30,28,-47,-33,-1,-1,-11,10
-125,-85,-70,-43,-11,-4,2,-46
84,56,-36,11,12,1,-29,-14
-44,25,-1,46,6,-6,14,12
-104,-17,34,-33,-20,-9,-14,-22
77,27,-4,-3,6,1,9,-11
-28,-12,24,-10,-9,-8,-13,-3
42,-29,49,67,15,15,31,18
-3,-8,-72,-38,-19,-1,-15,-18
62,54,71,36,3,-8,-5,23
-19,6,-21,-43,-14,-1,11,15
-8,-3,34,11,9,9,5,1
-32,-12,37,61,-1,-10,4,5
-94,-63,-39,-18,8,9,-5,2
38,5,-57,-4,1,-2,13,9
-87,-5,-77,-61,-13,-5,-4,-26
-95,-38,29,-21,1,-7,-24,-28
-72,-4,-21,21,17,0,-10,-8
-18,-11,70,27,2,-1,34,29
127,-22,-80,-52,-23,-1,3,23
-17,21,-5,-7,8,5,-3,-9
15,20,23,19,6,-7,-19,2
-15,-17,18,3,-1,9,17,-16
-11,99,-55,-35,-2,-11,-12,23
72,20,3,10,-3,0,14,15
-88,2,15,-44,-21,-8,-27,-20
-48,-68,-22,-14,-3,5,1,-40
-8,-28,-48,-49,-10,-8,-6,-16
36,85,57,67,19,-2,-15,-9
-23,-13,-54,-32,-17,-7,6,13
-6,-5,10,4,-10,12,1,1
97,-4,-3,12,6,3,17,7
-73,-19,-40,-37,-4,0,12,-11
-17,43,58,20,15,-5,-5,2
-5,20,-21,-26,-7,-10,-17,-5
20,-5,-18,-47,-3,4,15,28
-9,11,-2,-25,-2,-1,12,18
44,50,15,8,-5,-2,14,1
36,-57,-33,-51,-11,-3,-38,-5
-128,20,34,27,12,-3,4,-5
66,21,12,0,-1,-3,-5,-5
37,-1,0,-22,5,-7,-6,14
8,17,-12,24,7,13,25,-3
21,22,39,7,3,-5,-11,1
-19,-20,-3,10,18,4,-6,5
40,-13,43,44,5,0,2,18
-73,-56,0,40,21,-5,0,12
52,-4,-17,9,12,4,-4,2
-21,-13,-38,-1,7,8,29,0
26,-25,1,12,1,-2,0,-7
-53,-19,42,-12,4,-8,-20,-24
-22,28,-20,0,0,-1,6,3
4,-1,18,-10,-17,-9,-32,8
29,-34,25,70,22,10,19,-2
-23,14,-70,-45,-41,2,13,-13
2,-65,46,35,8,-6,-15,1
-38,24,-17,-15,-11,-6,8,10
14,15,10,3,-5,-5,-14,-3
-13,-33,11,-8,14,-2,17,4
72,21,31,17,-3,-5,2,-2
7,-55,-26,-21,-3,1,2,-4
-25,-12,-41,-60,-15,-7,-4,-10
47,51,8,-5,-8,-8,-7,7
-59,-2,-27,-23,-1,-1,-20,-18
-47,-20,13,18,4,4,0,-5
94,54,-60,-29,-15,-1,-8,16
-78,20,-39,-10,-2,-10,11,4
-30,-7,-33,-12,-16,3,7,-2
-20,1,-50,-80,-26,-11,-11,-8
4,50,36,4,15,4,-22,23
28,-5,15,24,11,-1,17,5
31,-18,12,-6,0,1,12,6
9,34,15,18,-10,0,-9,-14
-76,-35,-48,-17,-1,3,28,-13
123,13,50,27,15,-2,-14,-1
31,3,21,3,-1,-3,-9,4
-13,-24,40,-1,9,-4,-22,-12
29,4,60,18,7,5,16,-20
127,61,64,73,7,5,-4,31
-80,-76,19,17,3,0,14,-17
-7,9,-42,-17,-18,0,4,-1
-44,-36,1,0,1,-5,-8,-1
24,68,13,52,4,10,17,12
-46,27,-27,-51,-16,-3,-4,-12
-31,-48,31,-2,3,-2,-8,1
-63,18,-21,-33,-4,-9,-29,-9
51,13,-33,-23,-14,-4,-1,-12
56,22,25,25,-8,-11,-6,18
-26,-12,-11,17,-8,2,-8,-37
56,-20,-7,-43,-14,2,-4,1
-82,-25,-26,-25,-3,0,-13,1
-95,12,21,57,9,-4,-26,-26
78,-4,-61,-73,-13,-3,30,17
-52,-43,18,-11,7,-6,-15,-8
-28,8,-25,-19,-17,12,17,-17
-1,21,0,73,24,4,-3,-1
-20,44,-10,-16,-12,-5,-6,6
-43,4,-16,-3,4,5,48,7
26,-21,-23,-46,-3,-6,-11,22
48,47,5,20,-1,3,-18,10
71,6,77,57,17,6,13,0
-27,3,-61,6,-10,5,3,-16
-46,-27,-27,1,-1,-8,-24,-15
36,8,10,2,-10,-7,10,3
-23,-57,-23,-63,-10,-4,-27,-12
-25,22,17,11,-11,6,32,-3
26,-31,80,54,16,-4,-13,-1
-106,20,-64,-98,-8,5,32,-4
15,43,28,58,14,2,-16,10
-56,-65,-22,2,-1,-3,2,-24
-42,49,-17,-26,1,4,31,8
-45,-50,16,-5,4,-1,-8,-6
60,16,31,16,4,-2,0,13
1,13,38,58,11,-2,-35,-6
-27,-61,10,7,6,9,16,6
97,-14,-4,-4,0,-2,-12,5
56,38,2,15,4,4,10,9
60,-32,-16,25,-1,-14,-27,-4
-35,-27,-23,-25,-1,-10,-5,5
82,37,1,1,0,2,11,21
-22,-5,-31,-30,3,-13,-21,-16
-38,-73,-7,-14,18,10,23,12
-31,30,5,10,-7,-4,-25,-13
80,-7,29,-54,15,4,1,36
-92,-19,-13,25,0,-7,15,7
28,58,2,-28,-4,2,-33,-9
-13,5,-21,24,-3,-7,-26,-7
-43,10,-13,13,-13,1,12,-2
-20,35,23,25,4,5,-7,8
-2,-10,-30,-66,-13,-4,17,16
-28,59,-7,12,9,-1,-21,-14
-2,-1,34,0,-14,-2,5,-18
-43,-42,-77,-25,-12,1,4,7
-2,59,28,19,-1,-5,9,5
-50,-37,-15,-12,5,2,10,-3
-71,-12,20,21,-12,-11,-49,-25
-29,-2,14,-57,-1,4,51,5
-14,22,28,24,3,-3,-20,-5
23,-9,26,25,-5,-11,-15,1
-103,-15,-48,-13,3,-5,-6,-25
6,-16,29,35,12,10,18,-4
0,42,10,14,3,-5,-2,-1
35,-61,29,-13,2,-2,5,2
-42,15,-24,15,3,-5,-2,-7
36,1,-38,-11,-7,-7,-13,-3
-25,-26,21,6,2,10,19,0
-24,-11,-29,-21,-11,-7,-2,-6
-75,-51,17,7,-5,0,-1,-13
-20,7,1,-2,8,-3,13,-4
-31,-34,-74,-11,-21,-11,-24,-26
26,33,-17,-21,-9,5,7,13
63,-19,-51,-31,4,-6,-9,10
76,18,57,35,2,4,-22,-11
0,-74,3,-9,-8,-6,-9,10
-17,-47,-89,-81,-16,-3,3,-9
34,59,15,9,11,7,20,9
0,9,27,49,18,1,-17,13
-2,-14,7,16,1,-6,7,10
1,-1,54,19,4,6,-21,-1
25,-5,7,-2,2,-2,-5,-9
-2,-9,69,78,16,6,10,9
-33,-4,-44,-4,-2,-3,-26,-5
47,7,25,28,9,7,39,15
-20,28,27,18,-9,-3,-17,-7
-17,-42,-4,-25,-2,9,0,-12
-42,40,3,-21,-3,-4,5,-8
-68,2,38,2,3,-10,-6,5
-19,46,2,17,-1,8,11,-6
125,-22,-16,-24,-16,-16,-25,4
-4,22,19,16,4,16,57,10
-14,14,-18,-1,-3,-4,-19,-11
37,-17,-34,-9,1,6,22,9
-64,1,-5,16,-4,-8,-12,-3
83,15,-26,-41,-13,-2,-3,-5
-87,17,24,26,2,-11,2,-2
-10,-13,-73,-14,-3,9,19,9
-13,-56,25,12,-11,-3,-5,-11
121,55,26,24,5,-6,-3,46
-16,-28,-24,-5,-7,3,23,-31
-25,-37,-1,-20,-2,-6,-30,-10
-56,9,-46,-46,-10,-10,-7,2
1,30,15,7,1,7,2,-2
20,-10,-38,-19,-1,-7,-2,7
-12,-6,92,53,15,1,-13,-2
20,46,-59,-27,-20,7,57,-5
-21,-28,9,2,7,-4,-64,-13
-1,14,-21,-25,-6,0,-8,0
41,-28,36,1,-5,4,11,8
-82,73,-39,-9,15,0,4,16
-43,5,43,42,3,-2,15,-19
-35,-4,0,6,-8,-1,-2,-10
-2,25,-51,-25,5,-2,6,6
-45,-37,-8,-35,-12,-4,-36,-6
-3,7,-23,-21,-4,0,12,2
11,18,36,9,-1,7,22,-5
-55,-36,-17,-11,-1,-10,-24,-10
65,26,-16,3,-5,3,-9,-10
-119,-5,4,4,-1,2,17,-13
57,-14,15,8,3,-2,-15,9
46,-31,13,-5,-10,-7,-9,-6
38,17,-20,15,2,2,7,3
-44,5,-49,-35,-2,2,5,-7
14,7,-11,0,-3,2,-15,-2
-8,8,3,-12,1,-2,10,15
52,-27,42,2,2,-8,-11,11
10,-4,8,10,3,11,-1,-16
-21,-53,13,34,12,-10,-14,-11
-14,66,-87,2,-15,-2,27,19
-38,38,18,-23,-11,8,18,-13
23,-17,-5,-4,0,-5,-19,15
83,-32,-40,-21,-5,-3,7,13
7,-35,16,37,6,14,15,-26
-34,-26,2,19,0,-14,-16,5
24,-13,6,-2,-8,-1,10,0
-53,55,-44,-31,-7,-1,5,-11
4,12,59,7,11,-2,25,2
2,-22,39,-2,-3,7,-8,-9
-2,1,3,-4,-7,-4,-12,11
-2,-85,-11,-30,-8,-8,12,-1
88,54,5,-15,-2,7,-4,26
-17,20,11,26,7,0,9,-7
-98,10,-91,-13,-9,-14,-22,-10
-15,57,63,-25,-3,11,21,17
-2,-30,-60,-15,-9,-9,-8,-7
-22,30,-53,-19,-9,-9,0,0
35,-9,22,31,17,-2,-5,-6
-24,-13,-66,-30,-1,20,12,-8
-60,-9,-10,-19,-4,-14,-14,-5
-23,-7,23,26,11,8,-13,1
-5,-25,16,-23,-2,4,28,1
116,15,-21,9,13,-2,-7,34
-14,24,39,6,1,1,-24,-18
-16,-46,-49,-72,-15,-4,3,-6
22,-18,-60,-20,-18,-10,-4,5
-16,32,21,25,3,-5,-25,-8
3,-10,11,-5,-8,-5,10,7
-83,-21,66,1,10,5,20,-6
91,40,43,30,17,16,-3,-9
-36,5,-36,12,-1,-10,-9,-7
-22,-24,25,-21,-2,11,5,-15
38,87,-83,-2,-10,-10,-17,-4
-25,1,82,3,-2,-4,8,-3
57,40,-14,22,9,6,-12,18
-28,-4,-4,1,2,4,8,-7
-11,-60,21,6,9,0,-5,-14
29,-11,-22,0,-8,-7,-13,10
